Created-At;From-User;From-User-Id;To-User;To-User-Id;Language;Source;Text;Geo-Location-Latitude;Geo-Location-Longitude;Retweet-Count;Id
20/08/2022 23:36;NFTSoldier;1,56E+18;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @Samurai_peace2: We are professionals 
We are crypto experts...
Join us now.

https://t.co/hgZIFbehId

#RBXS #RBXSamurai #DEFI #NFTs #RB…";;;30;1,56E+18
20/08/2022 23:36;sri sulastri;1425175813;ChangeNOW_io;9,16E+17;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@ChangeNOW_io @ArivaCoin @ArivaWonderland Trend #hotbit and their scam, save the future of #crypto;;;0;1,56E+18
20/08/2022 23:36;Alexsuuu;1,48E+18;chainpeak;1,49E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"@chainpeak @Crypto_Radar_ @NFT_Radar_M with the opportunity to take part in this airdrop, I am very enthusiastic because this is an excellent project, let's take it to the moon.

#GameFi #Metaverse #Giveaway";;;0;1,56E+18
20/08/2022 23:36;Ashy?;7,15E+17;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @furrincrypto: $50 ~ 12 HOURS ??

-RT & Follow @biggest_crypto";;;8665;1,56E+18
20/08/2022 23:36;faitar;1,56E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @crypto_house_69: ??AMA Series Crypto House × NBOX official 

?Prize: $200 NFT
?Date: 23th August , 2022,
?Time: 12:00 PM UTC 
? Venue:…";;;5;1,56E+18
20/08/2022 23:36;Willy Wonka ?;1,54E+18;finds_crypto;1,42E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"@finds_crypto Proof Notif On 
When Done https://t.co/PcebbrbZkU";;;0;1,56E+18
20/08/2022 23:36;Aku Si Hopeless ? || Free Tag ?;1,44E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @kubieth: ? $400 CASH & NFT GIVEAWAY ! ?

Prize :
? $400 CASH 
? 5x NFT

1?Follow me & @Ownic_Official 
2?RT & Like
3?Tag 3 friends

48h…";;;6135;1,56E+18
20/08/2022 23:36;Iman;1,47E+18;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @chillweb3: Let's chill, let's live
#movetoearn #gamefi #AI #Fitness #NFT #Crypto https://t.co/8nhhYDY0Mv";;;15247;1,56E+18
20/08/2022 23:36;RoddSilver;2863728297;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @ParikPatelCFA: Crypto investors trying to time the market 

 https://t.co/yfey52OtpE";;;1318;1,56E+18
20/08/2022 23:36;jun??;1,55E+18;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;Banks in South Africa can now work with Crypto companies https://t.co/L2RREQZv2s #NFTCommunity #NFTGiveaways #NFT;;;0;1,56E+18
20/08/2022 23:36;Earning Safin;1,43E+18;FlyHighPrime;852674088;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"@FlyHighPrime @cryptocom @rocketbotpro ??This is a Fantastic project with great potential.The team's dedication and ingenuity with excellent fan support will make this the envy of the crypto world. I am so glad to be part of this??

@HosseinUsman3
@nujhat53
@priyara98133312

#MERGE";;;0;1,56E+18
20/08/2022 23:36;pat ??????? ?o³;9,05E+17;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @david1casey: “DeFi’s Role In Creating a Regenerative Economy” by Celo Foundation
https://t.co/QelKaofcb9

So many of my favorite projec…";;;3;1,56E+18
20/08/2022 23:36;Mehmet Can Do?an;1,47E+18;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @SensoToken: ? SENSO Airdrop on @CoinMarketCap ?

? Dates: August 10 (4 pm CET) - August 30 (4 pm CET)

?Prize fund: $75 000 in $SENSO t…";;;14856;1,56E+18
20/08/2022 23:36;mvereezy;3242413169;superBoolish;406925281;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@superBoolish I had similar issues writing to the support team is waste of time reach out to jimmyhackerpro on instagram he’s very good at what he doe’s he help me resolve any kind of issues in crypto world?;;;0;1,56E+18
20/08/2022 23:36;Live Price Crypto;1,50E+18;;-1;it;<a href='https://twitter.com/' rel='nofollow'>vaiotapi</a>;"#Bitcoin Last Price $21283 #BTC ?
Weekly Indicators:
-RSI: 33.3
-MA(20): 27930
-MA(50): 40015
-MA(200): 23034
-Bollinger B. lower/upper: 13415/42445

#Ethereum Last Price $1629 #ETH
-RSI: 41.6
-MA(20): 1907
-MA(50): 2849
-MA(200): 1251
-BB: 615/3200

#Crypto #Live
(4/6)
211701";;;0;1,56E+18
20/08/2022 23:36;BMW ?;1,42E+18;MetaFiorg;1,45E+18;und;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@MetaFiorg ???;;;0;1,56E+18
20/08/2022 23:36;NFT;1,54E+18;;-1;en;<a href='https://host.local' rel='nofollow'>CustomTimelinez</a>;"RT @HuntcrusherNFT: New collection uploaded on Opensea
Name : Oddities Duplicator
Floor price : 0.002 ETH 
https://t.co/oXUG5hcL40
Just Buy…";;;1;1,56E+18
20/08/2022 23:36;Crypto Beggar ?;1,47E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;While art upgrade meta is going on, I want to support a project which is going to minted in 10 days and try to bring much deserved attention to them. We don’t see this quality of an art every day… My frens, I want to present you @AcidMonkeys #SolanaNFT #NFTCommunity https://t.co/URU0LomP0e;;;0;1,56E+18
20/08/2022 23:36;Andrew??;1,54E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @iedawobetoreal: I have never seen the concept like this before. A crypto ETF? Why didn't we have that before?

Check out https://t.co/v…";;;196;1,56E+18
20/08/2022 23:36;deean free tag;1,49E+18;crypto_inez;1,55E+18;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@crypto_inez @animeragame Done https://t.co/1WhSsnOUdi;;;0;1,56E+18
20/08/2022 23:36;XRPJeyyyy1127;1,15E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @TheDustyBC: JUST IN: City Mayor in Japan Visits @Ripple To Discuss #Crypto Adoption;;;21;1,56E+18
20/08/2022 23:36;TheCatwithTheMask;1,37E+18;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @kubieth: ? $400 CASH & NFT GIVEAWAY ! ?

Prize :
? $400 CASH 
? 5x NFT

1?Follow me & @Ownic_Official 
2?RT & Like
3?Tag 3 friends

48h…";;;6135;1,56E+18
20/08/2022 23:36;crypto yakas?;1,54E+18;StunningFrog;1,53E+18;und;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@StunningFrog @crystalwomanNFT @crypto_elmasi @Hr_Cann @zazabey112;;;0;1,56E+18
20/08/2022 23:36;Mbull??;1,54E+18;crypto_inez;1,55E+18;und;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@crypto_inez @animeragame https://t.co/AKw3lqoJUF;;;0;1,56E+18
20/08/2022 23:36;jijoo;1,34E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @edz_lozano: $20 IN 60 MINS 

?? RT + Follow @Crypto_LUXX ?";;;6487;1,56E+18
20/08/2022 23:36;Mdaleemuddin786;1,42E+18;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @RichQuack: $20 ? 8H ~ RT

RT, Comment & Quote Tweet with '#RichQUACK  #Crypto #NFT #NFTs' on pinned ?";;;636;1,56E+18
20/08/2022 23:36;GhOsT;1,22E+18;;-1;ur;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @ImranRiazKhan: ????? ??? ????? ?? ???? ?? ??? ???;;;963;1,56E+18
20/08/2022 23:36;????AngryElle??????;1,14E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"#crypto calls 2022 @POODLETOKEN @CrolonMars @Eric4thCrypto @SEEK_Token_LLC @ASTRODNKY @PlushSTP @InfinityLotto @Sonofdoge_ @CryptoBlastt @BridgesDeFi @SnafuEliteToken 
@MunchToken 
Each one brings something unique to holders. 
?tell #cryptocurrency ? about your #altcoin lfg??";;;0;1,56E+18
20/08/2022 23:36;NusBOY;1,42E+18;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @LeoCryptoKids: Congratulations ?? Take Profit ?
Second Sell Leo Crypto Kids # 012 @cryptocomnft
Hope you like Leo Crypto Kids, Thank yo…";;;2;1,56E+18
20/08/2022 23:36;Riley sparks;1423935806;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @chentanzhang: ?Crypto???? HameerHideout?

We are giving away 3 x HameerHideout WL

To Enter: 
1?? Follow @HameerHideout + @chentanzhang…";;;228;1,56E+18
20/08/2022 23:36;Matt_NFT ??;1,05E+18;KhabarNwi;7,86E+17;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"@KhabarNwi @unspoolies Check out this hot NFT???????
Crypto Queen lovely Darcy Donavan??
@darcydonavan @Darcyisthequeen @DarcyDonavanFan @opensea @opensea_support 
#NFT #Ethereum #art #nftart #nftarti?st #actress #hot #sexy #offer #Crypto #cryptoqueen
https://t.co/yCY2qYE7bT";;;0;1,56E+18
20/08/2022 23:36;All Things Defi;1,55E+18;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"updated price for $XRP, $ETH, $TRX:

#XRP $0.341 USD
#ETH 0.076518 #BTC
#TRX 4.031e-05 #ETH

I tweet updated prices, follow me to get recent updates.

#cryptocurrency #crypto";;;0;1,56E+18
20/08/2022 23:36;Sneha;1,56E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"What's Next for Very Bullish Rated Tribe (TRIBE)? https://t.co/nthxxfWmGR  
$TRIBE";;;0;1,56E+18
20/08/2022 23:36;Gulf News;20578408;;-1;en;<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>;Why it is risky for business owners to accept #Crypto payments https://t.co/3osSGHgJmo;;;0;1,56E+18
20/08/2022 23:36;Dulal73;1,49E+18;chainpeak;1,49E+18;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"@chainpeak @Crypto_Radar_ @NFT_Radar_M Its a very good & strong project team members too good. So, Don't miss this opportunity guys
& Wishes best for future????

@Ronyidb
@NAUM_MAHMUD
@SamiulI07939587
@Polok34671889
@Shakil16932764

#GameFi #Metaverse #Giveaway";;;0;1,56E+18
20/08/2022 23:36;nftlovrboi;1,39E+18;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @thecoinswatch: GIVEAWAY??

100$ #Btc (1 winner)

-Rt
-Follow @thecoinswatch

Ends in 12hrs
????

Winner wl be announced through DM

#ET…";;;23;1,56E+18
20/08/2022 23:36;jokots.eth;7,72E+17;potatoznfts;266279606;und;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@potatoznfts ? @jimjim_eth @1_9_2_0_ @minieggs303 @BingleBit @Ed06346215 @Stonks37 @Amitkumar87899 @Vigneshlyon @TomyC_Crypto @Doommmm123 @Axelerator21 @Jdbarreneche2 @JohnnyWylson;;;0;1,56E+18
20/08/2022 23:36;Christopher Burnette;7,10E+17;;-1;en;<a href='https://www.calcaware.com/' rel='nofollow'>Calcaware</a>;"RT @HuntcrusherNFT: New collection uploaded on Opensea
Name : Oddities Duplicator
Floor price : 0.002 ETH 
https://t.co/oXUG5hcL40
Just Buy…";;;1;1,56E+18
20/08/2022 23:36;Sihtriani;1,43E+18;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @thecoinswatch: GIVEAWAY??

100.000.000 #SHIB (10 winners will be announced, 100M $shib each)

-Rt
-Follow @thecoinswatch

Ends in 5days…";;;52;1,56E+18
20/08/2022 23:35;Lil' Oh John Davi$;1,48E+18;gerrycanavan;18048935;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@gerrycanavan Your crypto will rebound. Just sit tight. If not, you're a broke ass divorced man, which is fine, you'll survive.;;;0;1,56E+18
20/08/2022 23:35;mamapkalaw;7,85E+17;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;I am sure this project will be a success in the market. It is the most powerful centralized crypto trading platform $DKD #dokdo #xeggex #Bscgem #binancesmartchain #bsc #staking #solar;;;0;1,56E+18
20/08/2022 23:35;€ryptoJungleA?£?;1,50E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @chiqshoes: @BananaTFA is using  @everrise for next month migration????

#EverMigrate: The smoothest and safest way to upgrade a smart c…";;;14;1,56E+18
20/08/2022 23:35;Christopher Burnette;7,10E+17;;-1;en;<a href='https://www.calcaware.com/' rel='nofollow'>Calcaware</a>;"RT @analyticsinme: Best Place to Buy Ethereum with Card: https://t.co/q9jbWdLTQK
 is a Top Choice
https://t.co/80i7yABglk
#Ethereum #Swithc…";;;1;1,56E+18
20/08/2022 23:35;HappyBrad.eth ?? ??::);11420322;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @MonksofCrypto: Future 3D models of the Crypto Monks ?

Check out these sick degen fighting monk previews. Be ready for anything you can…";;;15;1,56E+18
20/08/2022 23:35;Micah XRP ??SEC;1,15E+18;Bitboy_Crypto;9,54E+17;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@Bitboy_Crypto Oh do tell us more “supreme leader” of the #XRPArmy. I can’t fucking wait to laugh at this.;;;0;1,56E+18
20/08/2022 23:35;heeseung ace ?;9,72E+17;crypto_bearr;7173232;und;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@crypto_bearr https://t.co/RhOS43fXPn;;;0;1,56E+18
20/08/2022 23:35;Andrew??;1,54E+18;;-1;pt;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @ilmaroficial: Bom Dia minha gente! Vou começar uma seção de negociação para compartilhar minha análise com todos vocês! ?
Good morning…";;;197;1,56E+18
20/08/2022 23:35;abdennour;2846668312;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @dingocoincrypto: #Airdrop ?

2 Winners - 200k Each?

To Enter:
1??Like & RT
2??Tweet your favorite thing(s) about #Dingocoin
3??'@' us…";;;9;1,56E+18
20/08/2022 23:35;March win ?;1,48E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @bunniefied: $10 | 140.000 IDR ~ 60 MINS

- RT like & follow @Crypto_GA_Arena + RT their ?";;;1023;1,56E+18
20/08/2022 23:35;??mulliman.sol / $OOO/;1,46E+18;xdaylon;4291456169;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@xdaylon @Keissi_ Ooo this is a cool one;;;0;1,56E+18
20/08/2022 23:35;????0????;1,39E+18;veH0rny;1,39E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;What if Metamsk is the panopticon of crypto.;;;0;1,56E+18
20/08/2022 23:35;Ace.;1,44E+18;bunniefied;4080715212;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@bunniefied @Crypto_GA_Arena done;;;0;1,56E+18
20/08/2022 23:35;ABDULJALIL ALBURAIDI | ????????? ???????;2904700968;;-1;en;<a href='http://twinybots.com' rel='nofollow'>TwinyBots</a>;3 Cryptocurrencies to Buy Now Before Crypto Winter Ends #CryptoCurrencies via https://t.co/mCSnWIIocG https://t.co/PxScTnZcRK;;;0;1,56E+18
20/08/2022 23:35;Hyaki Monkey;1,54E+18;stoemanangels;1,44E+18;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"@stoemanangels You can buy this NFT by clicking on this link :
https://t.co/Yh6Si04FeZ

The price is less than 1 eth, only 0.65 eth.
#crypto #cryptoNFTs
#NFTsale #NFTartist #NFTs #NFTCollection #nftbuyers #NFTshill https://t.co/WUwezpMyWI";;;0;1,56E+18
20/08/2022 23:35;Abdullah Kalyar;1,39E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @Exmo_Com: #Tether has hired one of the largest accounting firms in the world - BDO Italia.
#cryptonews #usdt #crypto #cryptomarket
http…";;;1;1,56E+18
20/08/2022 23:35;770;964367480;GiveAwayHost;1,20E+18;und;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@GiveAwayHost https://t.co/SzJcZaok24;;;0;1,56E+18
20/08/2022 23:35;Eddy.nft;1,56E+18;adoonga_meta_ct;1,52E+18;und;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@adoonga_meta_ct @HameerHideout @KawsarNFT @__misty_zombies @_crypto_bully @_izumi_8;;;0;1,56E+18
20/08/2022 23:35;cedric coins;1,51E+18;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @MadMen_DAO: ??MadSlot, A Crypto-earning #NFT ? 
?Eligibility for #View2Earn ?Powered by #MadMen 
?Are you ready? Interact for a chance…";;;446;1,56E+18
20/08/2022 23:35;Nasicapcay;1,56E+18;crypto_inez;1,55E+18;und;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@crypto_inez @synthr_defi https://t.co/RR4sczvc1l;;;0;1,56E+18
20/08/2022 23:35;Serhat;1,43E+18;;-1;tr;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @rafetmeric_: #Nkn demisken ?öyle bir bakt?m; 
Önemli hedef olan 0.160 seviyeleri test etmi?. 
Grafi?i kullanmak için haftal?k kapan??,…";;;1;1,56E+18
20/08/2022 23:35;VICTORY ?juseyo august?;1,13E+18;crypto_inez;1,55E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@crypto_inez @synthr_defi Sudah;;;0;1,56E+18
20/08/2022 23:35;Heidi Flores;1,21E+18;nanogamesio;22135690;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"@nanogamesio Great new opportunity ???
Thanks for this GiveAway ??

@CinthyaGz5
@killerbigwinx
@charrode_oro
@Luismelysce

#Crypto #Giveaway https://t.co/Xo1AbKHQ3J";;;0;1,56E+18
20/08/2022 23:35;Meriyan ? SAMURAI ?;1,48E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @Kim_Rbxs: The RBXS team has all it takes and will promote your project to a greater level with needed exposure. . 

#RBXS #RBXSamurai…";;;22;1,56E+18
20/08/2022 23:35;Shibsoldier;1,45E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @humpbackbone: Retweet for a #BONE blast. ?? HOT #1 = 1$

#CRYPTO $BONE #SHIB https://t.co/GN6ItcUHQx";;;2291;1,56E+18
20/08/2022 23:35;Kiemdé Nouroudîne;1,51E+18;GiveAwayHost;1,20E+18;tl;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@GiveAwayHost Hanabi Crypto ??;;;0;1,56E+18
20/08/2022 23:35;Griffin;1,07E+18;danYo_85_cryp2;2832418428;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"@danYo_85_cryp2 @ZK_shark That's the whole mission behind what we are building at Lyra

Spending crypto for daily essentials 

@lyrapay_ https://t.co/uTKsakJs1t";;;0;1,56E+18
20/08/2022 23:35;PIXIE THE EXPLORER!;1,51E+18;crypto_inez;1,55E+18;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"@crypto_inez @0xluckyanya @animeragame Done

                     ?   ?
           ??                        ??
              
       ??    MANIFESTING   ??
              
           ??                         ??
                    ?      ? https://t.co/9isEOogCGe";;;0;1,56E+18
20/08/2022 23:35;Frederick Gomez;1,56E+18;GOPoversight;22508473;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"@GOPoversight @Jim_Jordan @NIH My little investment of $4500 paved way for me to  be able to make good profits, Although Crypto seems risky, but with the help of Mrs. Martha Belcher I've made Crypto a part of me you too can.
message her via telegram ???
https://t.co/yIaXbDwGxb";;;0;1,56E+18
20/08/2022 23:35;CryptoLover Pro;1,54E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @MuNFTPromos: ?GIVEAWAY?

Prizes: 
1 $SOL

1??Follow:
@MutantDragonz
2??RT + Like??
3??Tag 3 Crypto Friends

24H?
#Solana #NFTGiveaway #…";;;118;1,56E+18
20/08/2022 23:35;kali ?;1,53E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @kubieth: ? $400 CASH & NFT GIVEAWAY ! ?

Prize :
? $400 CASH 
? 5x NFT

1?Follow me & @Ownic_Official 
2?RT & Like
3?Tag 3 friends

48h…";;;6135;1,56E+18
20/08/2022 23:35;deby;1,02E+18;finds_crypto;1,42E+18;und;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@finds_crypto https://t.co/RhwVYJK0Fg;;;0;1,56E+18
20/08/2022 23:35;saa\\ free tag;1,55E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @bscgems1000x: The first #Crypto Project with #MoveToEarn Auto-staking & Auto-compounding with $GMT & $BNB Dividends 

Twitter- @RunEarn…";;;836;1,56E+18
20/08/2022 23:35;Brume;1,50E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @WhaleCoinTalk: The market is a rollercoaster?
Who is making a profit on it??

#Market #Whalecointalk #Crypto";;;3;1,56E+18
20/08/2022 23:35;Zmoney Official;91077465;;-1;pl;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"ZMONEY(ZMY) A DECENTRALIZED TOKEN.
#Zmoney  #Zmoneytoken #Meme #Web3 #blockchain #cryptocurrence #CoinMarketCap #bitcoin #BNB #MONEY #CryptoNews #cryptofuture  #NFT #payments  #Metaverse #MetaverseNFT #AI #invest #DEX  #DeFi #FinTech #NEWS #Game  #Crypto https://t.co/ke3DWk4Ifq https://t.co/KCYCu0ugim";;;0;1,56E+18
20/08/2022 23:35;KadenaCanada;872242482;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @dzenith_Flux: #FLUX is the next Ethereum and Bitcoin... It has a proof of work mechanism.  And mining is environmental friendly.. No ca…;;;12;1,56E+18
20/08/2022 23:35;? BLE$$ED ?;1,56E+18;ercankkaysun81;1,53E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@ercankkaysun81 @Vahid88619609 @Crypto__emily Yes sir!!  $SHELON | Doge Reflection Token  Tokenomics  ? 5% Doge reflections ? 4% Marketing ? 5% Liquidity ?  ? https://t.co/FCKLicF5JO;;;0;1,56E+18
20/08/2022 23:35;Barry anderson;1931554861;unusual_whales;1,20E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@unusual_whales Join Novatech, they trade we get paid. Crypto hedge fund that has paid an average of 3% per week. Earn while they are learning;;;0;1,56E+18
